Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
19181544400,"Jul 4, 2026, 9:15:11 PM",Night Swim,Swim,"",629,0,80.0,1,false,,,activities/20298046884.fit.gz,,,629.0,598.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,80.0,62.0,,,,,36.0,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,15.0,,,,,,,,,,,,,,,""
19176371457,"Jul 4, 2026, 8:25:14 AM",Morning Ride,Ride,"244 Obciążenie treningowe
-- from COROS‍
👏 33.5 new kilometers

-- From Wandrer",17676,53.65,162.0,125,false,,Żółciak,activities/20292767853.fit.gz,,24.0,17676.0,13315.0,53655.0,10.3,4.03,584.0,436.0,7.4,201.8,40.0,0.3,,,,,162.0,120.0,,83.0,1947.0,,,125.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.035,15344.0,,,,,0.0,,,,,,,,,,,,,,,,""
19123068825,"Jun 30, 2026, 7:55:29 AM",Morning Ride,Ride,"307 Obciążenie treningowe
-- from COROS‍
💪 58.58 new kilometers

-- From Wandrer",16536,72.32,167.0,172,false,,Żółciak,activities/20238734551.fit.gz,,24.0,16536.0,14654.0,72322.7,12.0,4.935,160.0,175.0,-2.2,24.8,22.9,0.0,,,,,167.0,127.0,,71.0,2216.0,,,172.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,4.374,4178.5,,,,,0.0,,,,,,,,,,,,,,,,""
19049159523,"Jun 24, 2026, 12:10:52 PM",Popo?udniowa jazda,E-Bike Ride,,2180,3.49,,,false,,Żółciak,activities/20163600893.fit.gz,,24.0,2180.0,872.0,3498.0,8.2,4.011,5.0,10.0,50.8,61.8,41.5,-0.2,,,81.0,38.0,,,,38.0,31.0,,,,,,,,,,,,43.0,1344.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.605,111.0,,,,,0.0,,2.0,27.0,,,,,,,,,,,,,""
19024335330,"Jun 22, 2026, 3:22:30 PM",Afternoon Ride,Ride,"115 Obciążenie treningowe
-- from COROS‍
👏 11.9 new kilometers

-- From Wandrer",5382,21.47,169.0,70,false,,Żółciak,activities/20138441729.fit.gz,,24.0,5382.0,4976.0,21477.1,8.9,4.316,195.0,201.0,16.4,120.8,18.0,0.0,,,,,169.0,130.0,,73.0,767.0,,,70.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.991,5447.5,,,,,0.0,,,,,,,,,,,,,,,,""
19022996495,"Jun 22, 2026, 12:05:24 PM",Afternoon Ride,Ride,"217 Obciążenie treningowe
-- from COROS‍
💪 24.38 new kilometers

-- From Wandrer",9969,30.57,169.0,116,false,,Żółciak,activities/20137083648.fit.gz,,24.0,9969.0,8815.0,30574.7,9.4,3.468,427.0,443.0,44.6,180.4,30.0,0.0,,,,,169.0,128.0,,74.0,1393.0,,,116.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.067,18077.4,,,,,0.0,,,,,,,,,,,,,,,,""
19019579947,"Jun 22, 2026, 8:47:13 AM",Poranna jazda,E-Bike Ride,,299,1.23,,,false,,Żółciak,activities/20133617301.fit.gz,,24.0,299.0,258.0,1233.0,8.6,4.779,5.0,0.0,52.2,60.8,40.0,0.3,,,89.0,46.0,,,,46.0,12.0,,,,,,,,,,,,56.0,257.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,4.124,15.5,,,,,0.0,,0.0,35.0,,,,,,,,,,,,,""
18944816039,"Jun 16, 2026, 3:10:30 PM",Wieczorna jazda,E-Bike Ride,,554,0.83,,,false,,Żółciak,activities/20057695285.fit.gz,,24.0,554.0,212.0,830.0,7.7,3.915,3.0,19.0,52.8,77.2,20.0,-2.8,,,97.0,29.0,,,,9.0,2.0,,,,,,,,,,,,12.0,349.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.498,134.2,,,,,0.0,,0.0,15.0,,,,,,,,,,,,,""
18943811021,"Jun 16, 2026, 1:47:52 PM",Popo?udniowa jazda,E-Bike Ride,,275,0.84,,,false,,Żółciak,activities/20056674032.fit.gz,,24.0,275.0,232.0,845.0,7.0,3.642,19.0,0.0,58.4,79.8,14.5,2.4,,,100.0,49.0,,,,93.0,20.0,,,,,,,,,,,,101.0,276.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.073,138.0,,,,,0.0,,12.0,128.0,,,,,,,,,,,,,""
18927425771,"Jun 15, 2026, 9:28:05 AM",Lunch Walk,Walk,"‍
👏 2.55 new kilometers

-- From Wandrer",5367,3.69,136.0,11,false,,,activities/20040068179.fit.gz,,,5367.0,3310.0,3696.2,6.6,1.117,58.0,60.0,50.0,81.0,38.3,-0.1,,,90.0,53.0,136.0,105.0,,,529.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689,392.5,,,,4526.0,0.0,,,,,,,,,,,,,,,,""
18901551733,"Jun 13, 2026, 9:39:09 AM",Poranna jazda,E-Bike Ride,,2950,3.90,,,false,,Żółciak,activities/20013762882.fit.gz,,24.0,2950.0,1042.0,3906.0,8.5,3.749,13.0,10.0,52.4,66.0,40.0,0.0,,,93.0,44.0,,,,46.0,42.0,,,,,,,,,,,,54.0,1700.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.324,140.5,,,,,0.0,,22.0,69.0,,,,,,,,,,,,,""
18879756130,"Jun 11, 2026, 3:57:13 PM",Afternoon Ride,Ride,"",322,0.83,96.0,0,false,,Żółciak,activities/19991632906.fit.gz,,24.0,322.0,211.0,838.9,6.9,3.976,0.0,22.0,26.0,47.8,7.5,-2.6,,,,,96.0,84.0,,41.0,20.0,,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,2.605,113.0,,,,,0.0,,,,,,,,,,,,,,,,""
18878886663,"Jun 11, 2026, 2:17:33 PM",Afternoon Ride,Ride,"11 Obciążenie treningowe
-- from COROS",1622,1.93,151.0,3,false,,Żółciak,activities/19990751132.fit.gz,,24.0,1622.0,624.0,1929.2,6.0,3.092,26.0,2.0,23.2,48.4,24.0,1.2,,,,,151.0,111.0,,88.0,105.0,,,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.189,356.7,,,,,0.0,,,,,,,,,,,,,,,,""
18801653326,"Jun 5, 2026, 8:29:23 PM",Night Walk,Walk,"‍
👏 2.56 new kilometers

-- From Wandrer",2389,2.99,115.0,4,false,,,activities/19912137078.fit.gz,,,2389.0,2185.0,2995.9,3.7,1.371,12.0,21.0,79.0,92.0,40.0,-0.3,,,61.0,55.0,115.0,87.0,,,164.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.254,124.1,,,,4048.0,0.0,,,,,,,,,,,,,,,,""
18798015547,"Jun 5, 2026, 2:46:01 PM",Afternoon Walk,Walk,"‍
👏 1.55 new kilometers

-- From Wandrer",1676,1.82,96.0,2,false,,,activities/19908429451.fit.gz,,,1676.0,1266.0,1820.0,3.4,1.438,7.0,9.0,64.0,71.0,12.5,-0.1,,,67.0,57.0,96.0,81.0,,,96.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.086,317.0,,,,2370.0,0.0,,,,,,,,,,,,,,,,""
18787678851,"Jun 4, 2026, 4:58:38 PM",Evening Walk,Walk,"‍
💪 5.86 new kilometers

-- From Wandrer",5536,6.85,128.0,15,false,,,activities/19897920908.fit.gz,,,5536.0,5016.0,6857.3,8.4,1.367,46.0,48.0,63.0,82.0,26.1,0.0,,,66.0,54.0,128.0,102.0,,,510.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239,337.4,,,,8486.0,0.0,,,,,,,,,,,,,,,,""
18716749988,"May 30, 2026, 12:20:25 PM",Afternoon Ride,Ride,"122 Obciążenie treningowe
-- from COROS‍
🎷🐛 24.52 new kilometers

-- From Wandrer",9015,27.87,145.0,61,false,,Żółciak,activities/19825656236.fit.gz,,24.0,9015.0,7718.0,27873.6,9.0,3.612,376.0,378.0,91.0,158.6,38.5,0.0,,,,,145.0,119.0,,74.0,1065.0,,,61.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.092,18228.1,,,,,0.0,,,,,,,,,,,,,,,,""
18610371898,"May 22, 2026, 2:56:44 PM",Afternoon Hike,Hike,"",5426,3.85,111.0,10,false,,,activities/19717207176.fit.gz,,,5426.0,4506.0,3857.9,3.5,0.856,87.0,90.0,54.0,124.0,40.0,-0.1,,,,,111.0,87.0,,,391.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,3857.9,,,,,0.0,,,,,,,,,,,,,,,,""
18608505930,"May 22, 2026, 10:06:31 AM",Lunch Ride,Ride,"178 Obciążenie treningowe
-- from COROS‍
👏 24.03 new kilometers

-- From Wandrer",12734,41.36,165.0,86,false,,Żółciak,activities/19715303748.fit.gz,,24.0,12734.0,10437.0,41365.0,10.2,3.963,399.0,393.0,18.6,188.2,40.0,0.0,,,,,165.0,120.0,,70.0,1500.0,,,86.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.248,17352.0,,,,,0.0,,,,,,,,,,,,,,,,""
18540278029,"May 17, 2026, 8:48:21 AM",Morning Hike,Hike,"‍
👏 3.31 new kilometers
🏘 Completed 25% of Oliwa
-- From Wandrer",5575,5.97,120.0,10,false,,,activities/19646171609.fit.gz,,,5575.0,4601.0,5977.4,6.0,1.299,14.0,32.0,-1.0,22.0,16.7,-0.3,,,,,120.0,86.0,,,361.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.072,1792.4,,,,,0.0,,,,,,,,,,,,,,,,""
18491347756,"May 13, 2026, 9:10:58 AM",Lunch Ride,Ride,"213 Obciążenie treningowe
-- from COROS‍
👏 30.11 new kilometers

-- From Wandrer",18493,57.55,164.0,83,false,,Żółciak,activities/19596750440.fit.gz,,24.0,18493.0,14546.0,57553.7,11.1,3.957,296.0,296.0,-4.0,77.4,46.5,0.0,,,,,164.0,116.0,,63.0,2051.0,,,83.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.112,3871.0,,,,,0.0,,,,,,,,,,,,,,,,""
18463029434,"May 11, 2026, 12:02:50 PM",Afternoon Ride,Ride,"4 Obciążenie treningowe
-- from COROS",804,1.68,117.0,1,false,,Żółciak,activities/19568235015.fit.gz,,24.0,804.0,588.0,1679.9,8.8,2.857,35.0,3.0,12.2,45.8,48.9,2.0,,,,,117.0,101.0,,80.0,74.0,,,1.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,2.089,138.5,,,,,0.0,,,,,,,,,,,,,,,,""
18451764608,"May 10, 2026, 10:51:20 AM",Lunch Hike,Hike,"‍
👏 4.73 new kilometers

-- From Wandrer",5758,5.87,107.0,10,false,,,activities/19556805400.fit.gz,,,5758.0,5193.0,5875.4,3.344,1.131,38.0,26.0,103.0,118.0,41.4,0.2,,,,,107.0,84.0,,,373.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,641.0,,,,,0.0,,,,,,,,,,,,,,,,""
18439596726,"May 9, 2026, 2:18:19 PM",Afternoon Ride,Ride,"2 Obciążenie treningowe
-- from COROS‍
👏 0.33 new kilometers

-- From Wandrer",220,0.34,124.0,0,false,,Żółciak,activities/19544469324.fit.gz,,24.0,220.0,120.0,340.3,6.8,2.836,4.0,1.0,119.6,124.4,8.3,1.1,,,,,124.0,105.0,,60.0,23.0,,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.547,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18439331402,"May 9, 2026, 12:40:45 PM",Afternoon Ride,Ride,"76 Obciążenie treningowe
-- from COROS‍
🎷🐛 15.38 new kilometers

-- From Wandrer",4993,16.13,150.0,32,false,,Żółciak,activities/19544200618.fit.gz,,24.0,4993.0,4255.0,16129.2,8.9,3.791,61.0,36.0,80.6,112.4,20.0,0.2,,,,,150.0,121.0,,63.0,648.0,,,32.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.23,1108.5,,,,,0.0,,,,,,,,,,,,,,,,""
18437854058,"May 9, 2026, 10:29:37 AM",Lunch Ride,Ride,"71 Obciążenie treningowe
-- from COROS",6599,21.59,152.0,28,false,,Żółciak,activities/19542705307.fit.gz,,24.0,6599.0,5806.0,21598.0,7.1,3.72,81.0,95.0,74.2,97.6,26.7,-0.1,,,,,152.0,111.0,,61.0,745.0,,,28.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.273,3966.5,,,,,0.0,,,,,,,,,,,,,,,,""
18435447462,"May 9, 2026, 8:02:20 AM",Morning Ride,Ride,"45 Obciążenie treningowe
-- from COROS‍
🎷🐛 14.76 new kilometers

-- From Wandrer",5534,17.46,145.0,18,false,,Żółciak,activities/19540270592.fit.gz,,24.0,5534.0,4894.0,17468.6,9.3,3.569,95.0,114.0,85.6,120.0,20.0,-0.1,,,,,145.0,106.0,,55.0,576.0,,,18.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.157,1719.5,,,,,0.0,,,,,,,,,,,,,,,,""
18426142445,"May 8, 2026, 1:38:22 PM",Popo?udniowa jazda,E-Bike Ride,,2306,6.99,,,false,,Żółciak,activities/19530869000.fit.gz,,24.0,2306.0,1385.0,6997.7,8.7,5.052,18.0,14.0,40.0,68.0,48.9,0.0,,,96.0,60.0,,,,79.0,101.0,,,,,,,,,,,,79.0,2086.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.035,229.5,,,,,0.0,,30.0,72.0,,,,,,,,,,,,,""
18424580180,"May 8, 2026, 11:17:44 AM",Popo?udniowa jazda,E-Bike Ride,,3418,8.49,,,false,,Żółciak,activities/19529295511.fit.gz,,24.0,3418.0,1914.0,8496.1,9.0,4.439,44.0,15.0,36.8,63.6,47.5,0.3,,,88.0,48.0,,,,58.0,104.0,,,,,,,,,,,,77.0,2660.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,2.486,212.0,,,,,0.0,,37.0,71.0,,,,,,,,,,,,,""
18423606316,"May 8, 2026, 10:16:26 AM",Popo?udniowa jazda,E-Bike Ride,,1149,4.03,,,false,,Żółciak,activities/19528315636.fit.gz,,24.0,1149.0,772.0,4036.0,8.2,5.228,18.0,3.0,41.6,61.4,42.0,0.4,,,93.0,60.0,,,,88.0,66.0,,,,,,,,,,,,90.0,980.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.513,331.0,,,,,0.0,,18.0,83.0,,,,,,,,,,,,,""
18413607476,"May 7, 2026, 2:17:57 PM",Popo?udniowa jazda,E-Bike Ride,,3112,2.45,,,false,,Żółciak,activities/19518227085.fit.gz,,24.0,3112.0,508.0,2456.0,8.2,4.835,8.0,21.0,50.4,72.4,27.7,-0.8,,,89.0,52.0,,,,93.0,45.0,,,,,,,,,,,,98.0,1094.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,0.789,0.0,,,,,0.0,,24.0,90.0,,,,,,,,,,,,,""
18412000644,"May 7, 2026, 10:33:51 AM",Popo?udniowa jazda,E-Bike Ride,"‍
0.26 new kilometers

-- From Wandrer",7588,23.83,,,false,,Żółciak,activities/19516605820.fit.gz,,24.0,7588.0,4955.0,23829.0,10.8,4.809,82.0,53.0,24.2,68.6,30.9,0.1,,,93.0,53.0,,,,69.0,325.0,,,,,,,,,,,,78.0,6446.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.14,966.0,,,,,0.0,,92.0,72.0,,,,,,,,,,,,,""
18409418258,"May 7, 2026, 7:14:13 AM",Poranna jazda,E-Bike Ride,"‍
0.4 new kilometers

-- From Wandrer",5770,16.27,,,false,,Żółciak,activities/19514001573.fit.gz,,24.0,5770.0,3518.0,16276.2,8.831,4.627,20.0,33.0,21.6,51.2,41.6,-0.1,,,78.0,44.0,,,,44.0,153.0,,,,,,,,,,,,49.0,4613.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,2.821,100.5,,,,,0.0,,25.0,45.0,,,,,,,,,,,,,""
18408578807,"May 7, 2026, 6:04:21 AM",Poranna jazda,E-Bike Ride,,1999,6.81,,,false,,Żółciak,activities/19513154780.fit.gz,,24.0,1999.0,1193.0,6809.0,9.0,5.707,28.0,40.0,43.0,64.6,23.3,-0.2,,,97.0,66.0,,,,103.0,119.0,,,,,,,,,,,,107.0,1571.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.406,100.0,,,,,0.0,,41.0,98.0,,,,,,,,,,,,,""
18383769104,"May 5, 2026, 10:09:01 AM",Popo?udniowa jazda,E-Bike Ride,,2602,9.04,,,false,,Żółciak,activities/19488174613.fit.gz,,24.0,2602.0,1825.0,9046.0,8.6,4.957,64.0,38.0,40.8,77.8,23.1,0.4,,,88.0,58.0,,,,76.0,136.0,,,,,,,,,,,,81.0,2507.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,3.477,565.0,,,,,0.0,,38.0,74.0,,,,,,,,,,,,,""
18371261597,"May 4, 2026, 9:34:22 AM",Poranna jazda,E-Bike Ride,,9203,18.36,,,false,,Żółciak,activities/19475560361.fit.gz,,24.0,9203.0,3990.0,18360.2,8.2,4.602,53.0,58.0,46.0,67.4,46.7,0.0,,,92.0,53.0,,,,68.0,260.0,,,,,,,,,,,,74.0,6742.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.995,944.0,,,,,0.0,,86.0,68.0,,,,,,,,,,,,,""
18369207147,"May 4, 2026, 9:06:21 AM",Poranna jazda,E-Bike Ride,,258,0.54,,,false,,Żółciak,activities/19473493573.fit.gz,,24.0,258.0,167.0,543.9,6.2,3.257,3.0,4.0,47.0,60.2,44.0,0.0,,,77.0,48.0,,,,50.0,6.0,,,,,,,,,,,,48.0,170.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,2.108,30.0,,,,,0.0,,0.0,44.0,,,,,,,,,,,,,""
18350077682,"May 2, 2026, 5:51:21 PM",Evening Ride,Ride,"5 Obciążenie treningowe
-- from COROS‍
👏 0.52 new kilometers

-- From Wandrer",1013,1.94,122.0,2,false,,Żółciak,activities/19454073729.fit.gz,,24.0,1013.0,899.0,1943.4,3.9,2.162,8.0,9.0,108.2,117.4,12.0,0.0,,,,,122.0,99.0,,36.0,92.0,,,2.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,15369628.0,,,,,,,,,,,,1.918,935.4,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
